datetime,open,high,low,close,volume
2021-02-10 05:50,46461.00000000,46817.66000000,46799.00000000,46500.02000000,103.36377818
2021-02-10 05:55,46308.76000000,46500.02000000,46500.01000000,46340.26000000,89.45114334
2021-02-10 06:00,46213.76000000,46380.84000000,46339.40000000,46291.84000000,106.51517923
2021-02-10 06:05,46252.21000000,46461.44000000,46292.43000000,46461.44000000,111.25945343
2021-02-10 06:10,46460.87000000,46732.86000000,46460.88000000,46732.86000000,85.32210678
2021-02-10 06:15,46634.75000000,46786.51000000,46732.86000000,46700.00000000,85.46424788
2021-02-10 06:20,46606.56000000,46705.08000000,46700.00000000,46627.71000000,47.42267909
2021-02-10 06:25,46482.33000000,46650.00000000,46627.99000000,46500.00000000,88.48585795
2021-02-10 06:30,46325.00000000,46500.00000000,46500.00000000,46338.25000000,101.66689954
2021-02-10 06:35,46275.00000000,46406.32000000,46338.25000000,46349.99000000,114.72027862
2021-02-10 06:40,46297.39000000,46371.84000000,46349.99000000,46299.48000000,50.33529626
2021-02-10 06:45,46227.08000000,46369.65000000,46299.48000000,46313.61000000,73.75522600
2021-02-10 06:50,46280.00000000,46468.75000000,46313.61000000,46297.59000000,41.09902800
2021-02-10 06:55,46235.00000000,46330.06000000,46305.33000000,46280.53000000,32.09129885
2021-02-10 07:00,46050.00000000,46379.56000000,46280.55000000,46059.39000000,138.06410427
2021-02-10 07:05,45777.00000000,46054.09000000,46052.30000000,45887.01000000,264.36147832
2021-02-10 07:10,45669.83000000,45929.96000000,45887.01000000,45672.90000000,176.61331806
2021-02-10 07:15,45666.00000000,45851.97000000,45673.92000000,45811.20000000,153.21029726
2021-02-10 07:20,45769.00000000,45973.88000000,45813.02000000,45904.81000000,136.41011360
2021-02-10 07:25,45864.79000000,45998.88000000,45904.82000000,45912.64000000,66.28331586
2021-02-10 07:30,45867.58000000,45995.06000000,45913.10000000,45969.01000000,79.54341915
2021-02-10 07:35,45889.10000000,46000.00000000,45969.01000000,45896.38000000,107.46353383
2021-02-10 07:40,45874.98000000,46000.00000000,45897.97000000,45919.79000000,63.57679298
2021-02-10 07:45,45924.17000000,46100.00000000,45925.87000000,46039.74000000,66.86895534
2021-02-10 07:50,45980.92000000,46066.85000000,46049.84000000,46052.21000000,49.96387222
2021-02-10 07:55,46000.00000000,46092.88000000,46053.05000000,46050.21000000,75.24243299
2021-02-10 08:00,45900.00000000,46050.30000000,46050.21000000,45940.50000000,63.95241214
2021-02-10 08:05,45890.00000000,46300.00000000,45940.49000000,46297.87000000,51.47578842
2021-02-10 08:10,46230.07000000,46333.33000000,46300.00000000,46235.14000000,36.06168791
2021-02-10 08:15,46130.87000000,46317.38000000,46235.14000000,46284.15000000,67.82201689
2021-02-10 08:20,46153.00000000,46296.54000000,46284.15000000,46296.54000000,55.41191282
2021-02-10 08:25,46223.58000000,46325.00000000,46296.54000000,46258.26000000,37.87760013
2021-02-10 08:30,46223.59000000,46325.00000000,46249.77000000,46305.35000000,31.31476432
2021-02-10 08:35,46251.82000000,46305.35000000,46305.34000000,46277.29000000,27.00827696
2021-02-10 08:40,46099.54000000,46448.76000000,46277.35000000,46367.98000000,76.32927443
2021-02-10 08:45,46131.58000000,46399.92000000,46380.59000000,46366.19000000,41.28654287
2021-02-10 08:50,46200.00000000,46382.23000000,46364.06000000,46224.56000000,42.17860082
2021-02-10 08:55,46100.64000000,46224.63000000,46218.14000000,46181.15000000,25.57679012
2021-02-10 09:00,46168.92000000,46293.77000000,46180.31000000,46292.80000000,19.42832177
2021-02-10 09:05,46173.37000000,46478.50000000,46289.41000000,46432.42000000,71.39416814
2021-02-10 09:10,46310.00000000,46497.29000000,46432.43000000,46497.29000000,130.81609699
2021-02-10 09:15,46465.76000000,46573.88000000,46497.29000000,46573.88000000,91.57058434
2021-02-10 09:20,46459.40000000,46575.00000000,46573.88000000,46541.15000000,35.77725643
2021-02-10 09:25,46503.92000000,46588.00000000,46541.14000000,46551.47000000,52.52008952
2021-02-10 09:30,46520.97000000,46587.99000000,46551.44000000,46564.20000000,23.15623680
2021-02-10 09:35,46473.40000000,46665.24000000,46564.20000000,46647.88000000,53.83894305
2021-02-10 09:40,46543.75000000,46664.46000000,46643.72000000,46543.75000000,34.55160482
2021-02-10 09:45,46500.00000000,46582.26000000,46544.58000000,46531.98000000,22.77639709
2021-02-10 09:50,46517.56000000,46550.00000000,46530.32000000,46539.55000000,57.24242164
2021-02-10 09:55,46504.18000000,46596.45000000,46544.16000000,46560.01000000,128.05603523
2021-02-10 10:00,46500.88000000,46637.99000000,46560.01000000,46631.42000000,23.18888749
2021-02-10 10:05,46577.94000000,46690.00000000,46628.88000000,46653.96000000,46.67083613
2021-02-10 10:10,46437.73000000,46660.12000000,46657.92000000,46557.65000000,63.87931240
2021-02-10 10:15,46557.72000000,46656.42000000,46557.72000000,46648.53000000,36.81868289
2021-02-10 10:20,46557.11000000,46840.00000000,46648.91000000,46605.45000000,148.39501839
2021-02-10 10:25,46531.12000000,46655.99000000,46603.69000000,46610.73000000,42.19193597
2021-02-10 10:30,46601.49000000,46656.00000000,46610.73000000,46624.70000000,29.59570855
2021-02-10 10:35,46601.55000000,46688.20000000,46624.69000000,46623.39000000,32.11809295
2021-02-10 10:40,46595.62000000,46995.00000000,46619.94000000,46966.86000000,92.77959539
2021-02-10 10:45,46686.70000000,46966.85000000,46966.85000000,46743.03000000,91.55545550
2021-02-10 10:50,46650.04000000,46789.19000000,46736.37000000,46696.98000000,47.74586882
2021-02-10 10:55,46601.97000000,46761.78000000,46696.99000000,46636.65000000,42.56889136
2021-02-10 11:00,46636.64000000,46877.83000000,46636.65000000,46753.88000000,82.31101915
2021-02-10 11:05,46672.78000000,46767.00000000,46753.87000000,46724.65000000,36.47700093
2021-02-10 11:10,46600.01000000,46752.32000000,46732.59000000,46600.01000000,17.72401414
2021-02-10 11:15,46343.00000000,46611.42000000,46600.01000000,46379.27000000,73.79681255
2021-02-10 11:20,46299.01000000,46461.80000000,46375.26000000,46397.55000000,80.86859530
2021-02-10 11:25,46382.61000000,46497.56000000,46397.55000000,46457.11000000,22.20363783
2021-02-10 11:30,46429.84000000,46481.21000000,46457.11000000,46445.34000000,19.80643861
2021-02-10 11:35,46416.40000000,46550.13000000,46445.34000000,46449.81000000,34.89864163
2021-02-10 11:40,46391.40000000,46516.98000000,46449.80000000,46492.13000000,17.72320522
2021-02-10 11:45,46457.86000000,46620.03000000,46492.12000000,46605.98000000,25.91826884
2021-02-10 11:50,46572.14000000,46768.52000000,46605.99000000,46689.58000000,24.31803092
2021-02-10 11:55,46637.19000000,46758.56000000,46689.58000000,46739.75000000,17.27845750
2021-02-10 12:00,46695.60000000,46831.52000000,46749.59000000,46829.74000000,26.29405427
2021-02-10 12:05,46732.19000000,46846.02000000,46829.50000000,46825.00000000,41.03772946
2021-02-10 12:10,46751.18000000,46833.80000000,46825.00000000,46804.79000000,10.62211684
2021-02-10 12:15,46755.32000000,46950.00000000,46803.55000000,46884.56000000,46.43855589
2021-02-10 12:20,46824.02000000,46944.16000000,46884.56000000,46915.65000000,27.74688192
2021-02-10 12:25,46769.54000000,46970.00000000,46917.71000000,46904.19000000,67.65828710
2021-02-10 12:30,46855.11000000,46953.82000000,46908.45000000,46887.46000000,23.45198968
2021-02-10 12:35,46769.40000000,46903.01000000,46901.95000000,46850.58000000,15.30292882
2021-02-10 12:40,46735.59000000,46852.42000000,46850.57000000,46786.90000000,21.89872143
2021-02-10 12:45,46744.31000000,46805.73000000,46783.73000000,46805.72000000,21.62174128
2021-02-10 12:50,46603.08000000,46805.72000000,46805.72000000,46631.86000000,54.83163457
2021-02-10 12:55,46565.47000000,46664.57000000,46631.86000000,46646.12000000,29.01673319
2021-02-10 13:00,46477.48000000,46646.12000000,46646.12000000,46585.74000000,34.82233090
2021-02-10 13:05,46580.34000000,46839.44000000,46585.01000000,46833.14000000,26.92371167
2021-02-10 13:10,46831.97000000,47200.00000000,46833.17000000,47194.86000000,151.81017964
2021-02-10 13:15,47086.43000000,47349.99000000,47194.91000000,47312.94000000,131.23219069
2021-02-10 13:20,47062.00000000,47315.37000000,47312.95000000,47094.57000000,66.42806434
2021-02-10 13:25,46972.83000000,47098.80000000,47089.68000000,47017.02000000,60.17260150
2021-02-10 13:30,46770.89000000,47204.46000000,47025.78000000,46826.61000000,67.34769552
2021-02-10 13:35,46712.70000000,46855.62000000,46824.02000000,46823.16000000,37.23240890
2021-02-10 13:40,46700.00000000,46858.74000000,46832.38000000,46795.78000000,37.89359215
2021-02-10 13:45,46705.45000000,46820.11000000,46793.54000000,46755.01000000,30.30187717
2021-02-10 13:50,46711.14000000,46810.89000000,46755.01000000,46785.05000000,19.11023494
2021-02-10 13:55,46568.15000000,46792.34000000,46785.06000000,46705.01000000,40.77323745
2021-02-10 14:00,46534.49000000,46760.33000000,46704.92000000,46534.49000000,20.77859617
2021-02-10 14:05,46376.10000000,46585.70000000,46531.46000000,46514.05000000,52.56994166
2021-02-10 14:10,46440.95000000,46562.45000000,46524.87000000,46550.05000000,29.24241261
2021-02-10 14:15,46371.49000000,46614.59000000,46534.92000000,46571.41000000,48.51820035
2021-02-10 14:20,46450.01000000,46603.54000000,46571.41000000,46518.03000000,21.48377396
2021-02-10 14:25,46471.03000000,46566.49000000,46518.03000000,46549.86000000,24.39556488
2021-02-10 14:30,46404.14000000,46658.04000000,46543.60000000,46575.93000000,48.47694937
2021-02-10 14:35,46500.74000000,46624.00000000,46575.92000000,46607.99000000,22.41640065
2021-02-10 14:40,46510.00000000,46608.55000000,46603.91000000,46570.45000000,68.05444778
2021-02-10 14:45,46510.01000000,46626.45000000,46564.07000000,46626.44000000,19.67825585
2021-02-10 14:50,46515.34000000,46635.48000000,46626.45000000,46623.75000000,21.51186084
2021-02-10 14:55,46544.05000000,46663.28000000,46623.77000000,46662.46000000,26.93263676
2021-02-10 15:00,46200.00000000,46659.75000000,46659.64000000,46302.27000000,156.79257503
2021-02-10 15:05,46111.00000000,46371.64000000,46306.49000000,46357.21000000,75.24032943
2021-02-10 15:10,46116.82000000,46358.25000000,46357.21000000,46325.37000000,57.05684403
2021-02-10 15:15,46262.12000000,46479.07000000,46306.29000000,46361.64000000,54.06017003
2021-02-10 15:20,46317.29000000,46400.00000000,46361.64000000,46323.98000000,41.62524741
2021-02-10 15:25,46058.64000000,46379.44000000,46323.98000000,46192.48000000,72.36202858
2021-02-10 15:30,45527.86000000,46238.33000000,46192.47000000,45682.09000000,326.52054142
2021-02-10 15:35,44779.89000000,45800.00000000,45685.05000000,44787.00000000,586.60820167
2021-02-10 15:40,44600.00000000,45476.70000000,44787.00000000,45282.12000000,378.76444034
2021-02-10 15:45,45278.23000000,45782.98000000,45294.79000000,45561.57000000,185.67088660
2021-02-10 15:50,45539.59000000,45828.30000000,45553.31000000,45828.29000000,215.97865771
2021-02-10 15:55,45750.46000000,46010.47000000,45828.29000000,45860.76000000,359.72420295
2021-02-10 16:00,45661.72000000,46110.00000000,45860.77000000,46018.13000000,139.80767709
2021-02-10 16:05,45675.98000000,46026.23000000,46014.24000000,45693.62000000,77.63812826
2021-02-10 16:10,45512.43000000,45984.26000000,45698.30000000,45940.04000000,69.94546688
2021-02-10 16:15,45626.44000000,45940.04000000,45940.04000000,45638.59000000,88.87185355
2021-02-10 16:20,45625.00000000,45817.59000000,45642.30000000,45718.65000000,106.91663327
2021-02-10 16:25,45411.69000000,45747.45000000,45713.02000000,45570.69000000,102.46970443
2021-02-10 16:30,45491.84000000,45753.94000000,45570.69000000,45695.20000000,109.40297442
2021-02-10 16:35,45683.90000000,45842.45000000,45695.18000000,45806.41000000,92.70837180
2021-02-10 16:40,45792.22000000,45890.83000000,45806.40000000,45845.97000000,71.96477531
2021-02-10 16:45,45665.35000000,45956.81000000,45845.97000000,45691.00000000,68.45613093
2021-02-10 16:50,45586.91000000,45739.67000000,45686.16000000,45685.13000000,55.36743216
2021-02-10 16:55,45607.59000000,45704.68000000,45685.00000000,45691.99000000,56.57032980
2021-02-10 17:00,45365.13000000,45839.50000000,45692.00000000,45796.44000000,183.67814696
2021-02-10 17:05,45779.88000000,46023.64000000,45800.51000000,45939.06000000,91.61039183
2021-02-10 17:10,45871.24000000,45981.49000000,45939.06000000,45895.98000000,52.52104923
2021-02-10 17:15,45800.00000000,45937.29000000,45901.33000000,45826.97000000,59.71838162
2021-02-10 17:20,45531.77000000,45826.63000000,45819.91000000,45589.28000000,66.73390195
2021-02-10 17:25,45258.90000000,45591.40000000,45586.22000000,45429.60000000,130.09166970
2021-02-10 17:30,45111.00000000,45429.59000000,45429.59000000,45118.09000000,186.89050758
2021-02-10 17:35,45051.75000000,45499.99000000,45118.08000000,45406.14000000,144.80137332
2021-02-10 17:40,45073.98000000,45410.50000000,45407.98000000,45262.53000000,184.53899167
2021-02-10 17:45,45182.25000000,45478.87000000,45262.53000000,45252.00000000,120.85022059
2021-02-10 17:50,45180.00000000,45349.80000000,45252.00000000,45298.02000000,116.81155885
2021-02-10 17:55,44900.66000000,45296.18000000,45294.26000000,45020.38000000,239.44834001
2021-02-10 18:00,44752.46000000,45223.99000000,45025.84000000,44870.98000000,279.12911742
2021-02-10 18:05,44600.07000000,44982.84000000,44870.98000000,44732.19000000,159.60920334
2021-02-10 18:10,44462.55000000,45086.22000000,44732.19000000,45043.84000000,291.27839946
2021-02-10 18:15,45043.83000000,45249.00000000,45043.84000000,45166.74000000,148.93790201
2021-02-10 18:20,44778.64000000,45198.00000000,45166.74000000,44858.53000000,135.07027299
2021-02-10 18:25,44375.41000000,44873.00000000,44864.59000000,44463.80000000,317.64763679
2021-02-10 18:30,44224.34000000,44641.73000000,44463.81000000,44300.00000000,387.03971365
2021-02-10 18:35,44217.70000000,44427.21000000,44299.99000000,44351.82000000,192.69933695
2021-02-10 18:40,44000.00000000,44356.03000000,44352.43000000,44019.80000000,376.95148683
2021-02-10 18:45,43706.86000000,44100.00000000,44019.39000000,43899.99000000,487.71843868
2021-02-10 18:50,43866.54000000,44446.27000000,43919.55000000,44328.62000000,244.45381536
2021-02-10 18:55,44094.79000000,44400.00000000,44328.62000000,44364.30000000,198.92685800
2021-02-10 19:00,44107.53000000,44400.00000000,44364.30000000,44138.61000000,185.07913657
2021-02-10 19:05,43859.00000000,44403.30000000,44146.55000000,44399.99000000,243.81844270
2021-02-10 19:10,44380.00000000,44597.06000000,44399.99000000,44546.49000000,144.80314758
2021-02-10 19:15,44522.08000000,44769.00000000,44546.49000000,44740.01000000,234.37213887
2021-02-10 19:20,44531.22000000,44765.18000000,44740.09000000,44676.68000000,113.00827781
2021-02-10 19:25,44659.40000000,44794.28000000,44676.61000000,44715.06000000,116.71397277
2021-02-10 19:30,44450.00000000,44766.24000000,44713.06000000,44717.68000000,140.75816994
2021-02-10 19:35,44544.60000000,44779.98000000,44717.72000000,44729.85000000,103.00782609
2021-02-10 19:40,44538.76000000,44750.68000000,44729.85000000,44656.22000000,101.27733704
2021-02-10 19:45,44520.00000000,44658.75000000,44656.07000000,44657.19000000,73.02482356
2021-02-10 19:50,44567.43000000,44674.32000000,44659.68000000,44643.59000000,83.75963988
2021-02-10 19:55,44648.60000000,44963.63000000,44648.60000000,44801.24000000,157.31400308
2021-02-10 20:00,44525.00000000,44831.49000000,44807.57000000,44562.20000000,115.84946950
2021-02-10 20:05,44551.62000000,44672.68000000,44551.62000000,44606.59000000,77.98408796
2021-02-10 20:10,44513.38000000,44751.05000000,44603.96000000,44598.65000000,76.03734081
2021-02-10 20:15,44501.00000000,44828.71000000,44602.32000000,44546.69000000,107.27947085
2021-02-10 20:20,44546.69000000,44680.90000000,44546.69000000,44626.61000000,75.42416894
2021-02-10 20:25,44618.96000000,44813.68000000,44626.61000000,44813.68000000,82.90579563
2021-02-10 20:30,44811.38000000,45000.00000000,44813.68000000,44896.51000000,125.32329832
2021-02-10 20:35,44857.73000000,44986.57000000,44896.20000000,44949.55000000,99.95224267
2021-02-10 20:40,44941.83000000,45078.96000000,44941.83000000,45065.01000000,151.52934376
2021-02-10 20:45,45000.00000000,45109.00000000,45065.01000000,45001.02000000,113.85182952
2021-02-10 20:50,45000.51000000,45100.00000000,45003.56000000,45088.49000000,107.37712565
2021-02-10 20:55,45050.00000000,45133.11000000,45090.33000000,45050.00000000,73.37182501
2021-02-10 21:00,45000.00000000,45144.00000000,45050.01000000,45144.00000000,84.73977446
2021-02-10 21:05,45096.45000000,45241.00000000,45143.99000000,45154.19000000,108.50709461
2021-02-10 21:10,44980.00000000,45155.54000000,45154.19000000,44995.24000000,74.51306757
2021-02-10 21:15,44874.50000000,45151.24000000,44987.44000000,45100.01000000,87.07287105
2021-02-10 21:20,45085.94000000,45246.18000000,45100.01000000,45225.00000000,65.64481733
2021-02-10 21:25,45083.59000000,45250.00000000,45225.01000000,45083.59000000,82.16468182
2021-02-10 21:30,44987.40000000,45142.13000000,45083.60000000,45007.48000000,74.23756037
2021-02-10 21:35,44934.31000000,45082.09000000,45012.03000000,44999.99000000,143.70546579
2021-02-10 21:40,44939.04000000,45123.51000000,45000.00000000,44953.82000000,67.39490698
2021-02-10 21:45,44934.31000000,45107.09000000,44950.01000000,44991.05000000,54.72509912
2021-02-10 21:50,44964.81000000,45079.13000000,44992.91000000,45068.00000000,50.22362438
2021-02-10 21:55,45005.00000000,45200.00000000,45068.00000000,45151.47000000,72.42518812
2021-02-10 22:00,44913.14000000,45250.00000000,45142.02000000,45169.15000000,82.25083582
2021-02-10 22:05,44946.59000000,45169.15000000,45169.15000000,45000.00000000,86.35879482
2021-02-10 22:10,44699.99000000,45010.89000000,45000.00000000,44805.28000000,209.97278834
2021-02-10 22:15,44500.00000000,45046.89000000,44805.28000000,44665.36000000,182.92278128
2021-02-10 22:20,44543.64000000,44748.35000000,44665.69000000,44649.00000000,107.73258418
2021-02-10 22:25,44637.02000000,44781.00000000,44648.99000000,44713.88000000,75.44900639
2021-02-10 22:30,44707.78000000,44939.30000000,44713.88000000,44913.09000000,63.21095990
2021-02-10 22:35,44920.82000000,45000.00000000,44920.82000000,44947.69000000,90.46956786
2021-02-10 22:40,44960.28000000,45230.76000000,44962.59000000,45191.80000000,72.21530034
2021-02-10 22:45,45117.51000000,45278.00000000,45209.34000000,45137.65000000,67.10502821
2021-02-10 22:50,45130.00000000,45256.72000000,45137.64000000,45240.79000000,61.94465697
2021-02-10 22:55,45207.50000000,45292.00000000,45239.48000000,45250.02000000,71.55433057
2021-02-10 23:00,45171.75000000,45291.98000000,45250.01000000,45176.08000000,61.81674552
2021-02-10 23:05,45075.00000000,45206.36000000,45176.07000000,45075.14000000,66.15279511
2021-02-10 23:10,45051.05000000,45117.54000000,45075.14000000,45099.35000000,84.26662768
2021-02-10 23:15,44869.51000000,45099.83000000,45099.35000000,44895.04000000,84.07392464
2021-02-10 23:20,44873.92000000,45115.57000000,44895.02000000,45022.79000000,128.61328872
2021-02-10 23:25,44920.00000000,45044.70000000,45022.31000000,44953.55000000,45.01742196
2021-02-10 23:30,44771.77000000,44980.71000000,44953.55000000,44853.97000000,65.08144304
2021-02-10 23:35,44816.24000000,44937.75000000,44851.81000000,44866.94000000,46.29957299
2021-02-10 23:40,44681.75000000,44868.76000000,44859.05000000,44691.53000000,73.31413063
2021-02-10 23:45,44570.00000000,44749.76000000,44688.66000000,44604.56000000,103.41375350
2021-02-10 23:50,44580.49000000,44693.80000000,44617.54000000,44660.22000000,80.98413929
2021-02-10 23:55,44462.93000000,44695.67000000,44654.25000000,44579.28000000,108.41294434
2021-02-11 00:00,44380.00000000,44741.77000000,44579.28000000,44444.99000000,169.56760709
2021-02-11 00:05,44439.53000000,44547.89000000,44444.99000000,44528.55000000,78.61021388
2021-02-11 00:10,44500.10000000,44615.47000000,44528.56000000,44502.36000000,116.15430870
2021-02-11 00:15,44424.01000000,44563.54000000,44509.32000000,44510.19000000,77.85183969
2021-02-11 00:20,44501.46000000,44633.85000000,44509.95000000,44552.15000000,40.56911122
2021-02-11 00:25,44529.23000000,44796.82000000,44552.15000000,44650.09000000,75.34491962
2021-02-11 00:30,44585.00000000,44803.70000000,44650.10000000,44770.64000000,35.36989013
2021-02-11 00:35,44685.43000000,44853.71000000,44770.07000000,44831.10000000,53.73154891
2021-02-11 00:40,44727.58000000,44858.30000000,44831.09000000,44823.30000000,31.58816763
2021-02-11 00:45,44820.24000000,44926.86000000,44823.28000000,44903.15000000,44.60323609
2021-02-11 00:50,44903.14000000,45100.62000000,44903.15000000,44959.52000000,98.80275221
2021-02-11 00:55,44909.79000000,45066.10000000,44959.52000000,45042.31000000,66.61469641
2021-02-11 01:00,44951.83000000,45055.00000000,45034.81000000,44995.80000000,39.48631227
2021-02-11 01:05,44933.24000000,45046.00000000,44992.33000000,45045.99000000,51.70975091
2021-02-11 01:10,45045.99000000,45109.00000000,45046.00000000,45101.82000000,46.93589309
2021-02-11 01:15,45070.36000000,45150.00000000,45108.78000000,45090.04000000,34.79946181
2021-02-11 01:20,45082.36000000,45183.09000000,45087.52000000,45155.55000000,63.00098460
2021-02-11 01:25,45150.44000000,45198.94000000,45155.55000000,45197.97000000,36.62923565
2021-02-11 01:30,45154.39000000,45224.95000000,45198.02000000,45181.82000000,35.72223934
2021-02-11 01:35,45169.43000000,45235.35000000,45181.35000000,45231.31000000,29.25956256
2021-02-11 01:40,45187.34000000,45253.75000000,45231.30000000,45252.36000000,38.65688399
2021-02-11 01:45,45054.76000000,45252.79000000,45250.00000000,45054.78000000,45.83366139
2021-02-11 01:50,45045.99000000,45197.57000000,45054.00000000,45196.42000000,42.30489319
2021-02-11 01:55,45170.17000000,45250.00000000,45193.49000000,45246.90000000,35.30990952
2021-02-11 02:00,45003.42000000,45250.00000000,45246.90000000,45102.45000000,32.56015161
2021-02-11 02:05,45097.07000000,45172.95000000,45097.07000000,45124.99000000,39.41534528
2021-02-11 02:10,45108.38000000,45185.61000000,45124.82000000,45164.65000000,46.33433657
2021-02-11 02:15,45072.84000000,45194.46000000,45164.65000000,45076.23000000,27.12533132
2021-02-11 02:20,45043.81000000,45188.32000000,45066.59000000,45140.51000000,60.91350555
2021-02-11 02:25,45104.89000000,45195.18000000,45143.08000000,45136.02000000,86.15308959
2021-02-11 02:30,45136.01000000,45326.40000000,45136.01000000,45311.35000000,51.38976911
2021-02-11 02:35,45210.34000000,45314.41000000,45311.35000000,45241.06000000,41.72113946
2021-02-11 02:40,45188.88000000,45282.12000000,45241.06000000,45222.34000000,44.02772437
2021-02-11 02:45,44868.54000000,45220.30000000,45220.30000000,44876.63000000,79.99167355
2021-02-11 02:50,44824.00000000,44893.48000000,44870.17000000,44888.01000000,56.37114250
2021-02-11 02:55,44850.00000000,44969.55000000,44888.00000000,44850.00000000,65.08354214
2021-02-11 03:00,44578.00000000,45065.43000000,44850.00000000,44694.21000000,159.24111382
2021-02-11 03:05,44630.63000000,44737.02000000,44692.76000000,44638.94000000,70.99816748
2021-02-11 03:10,44417.00000000,44647.77000000,44638.95000000,44462.20000000,148.10296193
2021-02-11 03:15,44464.46000000,44724.19000000,44473.59000000,44650.76000000,104.81266374
2021-02-11 03:20,44631.69000000,44789.47000000,44654.40000000,44755.33000000,74.37922851
2021-02-11 03:25,44750.21000000,44916.16000000,44755.93000000,44838.40000000,55.52376179
2021-02-11 03:30,44838.29000000,45020.00000000,44838.40000000,45007.41000000,126.11671529
2021-02-11 03:35,44910.26000000,45013.09000000,45013.09000000,44913.30000000,58.39648853
2021-02-11 03:40,44657.89000000,44924.07000000,44908.48000000,44694.39000000,92.04835622
2021-02-11 03:45,44011.00000000,44693.92000000,44693.92000000,44042.96000000,304.62278074
2021-02-11 03:50,44042.02000000,44307.93000000,44042.03000000,44208.70000000,145.52203225
2021-02-11 03:55,44207.27000000,44386.26000000,44215.96000000,44279.16000000,106.25238703
2021-02-11 04:00,44255.04000000,44388.00000000,44284.27000000,44305.02000000,74.89277125
2021-02-11 04:05,44200.00000000,44387.19000000,44290.42000000,44200.07000000,73.85583579
2021-02-11 04:10,44040.00000000,44400.00000000,44200.00000000,44248.43000000,125.24594541
2021-02-11 04:15,44088.00000000,44430.56000000,44245.38000000,44249.49000000,87.63615149
2021-02-11 04:20,44230.68000000,44380.96000000,44247.13000000,44275.00000000,64.04245255
2021-02-11 04:25,44267.77000000,44430.30000000,44275.01000000,44422.83000000,67.10375340
2021-02-11 04:30,44280.30000000,44541.32000000,44430.67000000,44472.68000000,90.97304955
2021-02-11 04:35,44400.00000000,44518.51000000,44471.56000000,44461.67000000,81.73819793
2021-02-11 04:40,44402.13000000,44723.90000000,44462.36000000,44519.26000000,144.89195785
2021-02-11 04:45,44438.59000000,44587.87000000,44521.15000000,44579.01000000,55.62041820
